Selected parameters are:
1 Height, km
2 O, cm-3 
3 N2, cm-3
4 O2, cm-3
5 He, cm-3 
6 Ar, cm-3
7 H, cm-3
8 N, cm-3

      1          2          3          4          5          6          7          8
  253.0  9.896E+08  2.033E+08  1.026E+07  2.265E+07  5.414E+04  4.053E+05  2.050E+06
  254.0  9.661E+08  1.950E+08  9.781E+06  2.251E+07  5.098E+04  4.044E+05  2.005E+06
  255.0  9.431E+08  1.869E+08  9.324E+06  2.237E+07  4.801E+04  4.036E+05  1.962E+06
  256.0  9.207E+08  1.793E+08  8.888E+06  2.224E+07  4.522E+04  4.028E+05  1.919E+06
  257.0  8.988E+08  1.719E+08  8.473E+06  2.210E+07  4.259E+04  4.020E+05  1.878E+06
  258.0  8.774E+08  1.648E+08  8.077E+06  2.197E+07  4.011E+04  4.012E+05  1.837E+06
  259.0  8.566E+08  1.580E+08  7.701E+06  2.184E+07  3.778E+04  4.004E+05  1.797E+06
  260.0  8.363E+08  1.516E+08  7.341E+06  2.171E+07  3.558E+04  3.996E+05  1.759E+06
  261.0  8.165E+08  1.453E+08  6.999E+06  2.157E+07  3.352E+04  3.989E+05  1.720E+06
  262.0  7.971E+08  1.394E+08  6.673E+06  2.144E+07  3.157E+04  3.981E+05  1.683E+06
  263.0  7.782E+08  1.337E+08  6.362E+06  2.132E+07  2.974E+04  3.974E+05  1.647E+06
  264.0  7.598E+08  1.282E+08  6.066E+06  2.119E+07  2.801E+04  3.966E+05  1.611E+06
  265.0  7.418E+08  1.229E+08  5.783E+06  2.106E+07  2.639E+04  3.959E+05  1.576E+06
  266.0  7.243E+08  1.179E+08  5.514E+06  2.093E+07  2.486E+04  3.952E+05  1.542E+06
  267.0  7.072E+08  1.131E+08  5.258E+06  2.081E+07  2.342E+04  3.945E+05  1.509E+06
  268.0  6.905E+08  1.085E+08  5.013E+06  2.068E+07  2.207E+04  3.937E+05  1.476E+06
  269.0  6.742E+08  1.040E+08  4.780E+06  2.056E+07  2.079E+04  3.930E+05  1.444E+06
  270.0  6.583E+08  9.978E+07  4.558E+06  2.044E+07  1.959E+04  3.923E+05  1.413E+06
  271.0  6.428E+08  9.570E+07  4.347E+06  2.031E+07  1.846E+04  3.917E+05  1.382E+06
  272.0  6.276E+08  9.179E+07  4.145E+06  2.019E+07  1.739E+04  3.910E+05  1.352E+06
  273.0  6.128E+08  8.805E+07  3.952E+06  2.007E+07  1.638E+04  3.903E+05  1.323E+06
  274.0  5.984E+08  8.446E+07  3.769E+06  1.995E+07  1.544E+04  3.896E+05  1.295E+06
  275.0  5.843E+08  8.101E+07  3.594E+06  1.983E+07  1.455E+04  3.890E+05  1.267E+06
  276.0  5.706E+08  7.771E+07  3.428E+06  1.972E+07  1.371E+04  3.883E+05  1.239E+06
  277.0  5.571E+08  7.455E+07  3.269E+06  1.960E+07  1.292E+04  3.876E+05  1.213E+06
  278.0  5.440E+08  7.151E+07  3.117E+06  1.948E+07  1.217E+04  3.870E+05  1.186E+06
  279.0  5.313E+08  6.860E+07  2.973E+06  1.937E+07  1.147E+04  3.863E+05  1.161E+06
  280.0  5.188E+08  6.581E+07  2.835E+06  1.925E+07  1.081E+04  3.857E+05  1.136E+06
  281.0  5.066E+08  6.313E+07  2.704E+06  1.914E+07  1.019E+04  3.850E+05  1.111E+06
  282.0  4.947E+08  6.057E+07  2.579E+06  1.902E+07  9.602E+03  3.844E+05  1.088E+06
  283.0  4.831E+08  5.811E+07  2.460E+06  1.891E+07  9.050E+03  3.838E+05  1.064E+06
  284.0  4.718E+08  5.575E+07  2.346E+06  1.880E+07  8.529E+03  3.831E+05  1.041E+06
  285.0  4.607E+08  5.348E+07  2.238E+06  1.869E+07  8.039E+03  3.825E+05  1.019E+06
  286.0  4.500E+08  5.131E+07  2.134E+06  1.858E+07  7.577E+03  3.819E+05  9.972E+05
  287.0  4.394E+08  4.923E+07  2.036E+06  1.847E+07  7.142E+03  3.813E+05  9.759E+05
  288.0  4.291E+08  4.723E+07  1.942E+06  1.836E+07  6.732E+03  3.807E+05  9.550E+05
  289.0  4.191E+08  4.532E+07  1.852E+06  1.825E+07  6.345E+03  3.801E+05  9.346E+05
  290.0  4.093E+08  4.348E+07  1.767E+06  1.814E+07  5.981E+03  3.795E+05  9.146E+05
  291.0  3.997E+08  4.172E+07  1.685E+06  1.803E+07  5.638E+03  3.789E+05  8.951E+05
  292.0  3.904E+08  4.003E+07  1.608E+06  1.793E+07  5.315E+03  3.782E+05  8.760E+05
  293.0  3.813E+08  3.841E+07  1.534E+06  1.782E+07  5.010E+03  3.777E+05  8.573E+05
  294.0  3.724E+08  3.685E+07  1.463E+06  1.772E+07  4.723E+03  3.771E+05  8.391E+05
  295.0  3.637E+08  3.536E+07  1.396E+06  1.761E+07  4.452E+03  3.765E+05  8.212E+05
  296.0  3.552E+08  3.393E+07  1.331E+06  1.751E+07  4.198E+03  3.759E+05  8.038E+05
  297.0  3.469E+08  3.256E+07  1.270E+06  1.740E+07  3.957E+03  3.753E+05  7.867E+05
  298.0  3.388E+08  3.125E+07  1.212E+06  1.730E+07  3.731E+03  3.747E+05  7.700E+05
  299.0  3.309E+08  2.998E+07  1.156E+06  1.720E+07  3.517E+03  3.741E+05  7.537E+05
  300.0  3.232E+08  2.877E+07  1.103E+06  1.710E+07  3.316E+03  3.735E+05  7.374E+05
  301.0  3.157E+08  2.761E+07  1.052E+06  1.700E+07  3.127E+03  3.730E+05  7.218E+05
  302.0  3.083E+08  2.650E+07  1.004E+06  1.690E+07  2.948E+03  3.724E+05  7.066E+05
  303.0  3.012E+08  2.543E+07  9.576E+05  1.680E+07  2.780E+03  3.718E+05  6.917E+05
  304.0  2.942E+08  2.440E+07  9.137E+05  1.670E+07  2.621E+03  3.712E+05  6.771E+05
  305.0  2.873E+08  2.342E+07  8.717E+05  1.660E+07  2.471E+03  3.707E+05  6.628E+05
  306.0  2.806E+08  2.247E+07  8.317E+05  1.650E+07  2.330E+03  3.701E+05  6.488E+05
  307.0  2.741E+08  2.157E+07  7.936E+05  1.641E+07  2.197E+03  3.695E+05  6.351E+05
  308.0  2.678E+08  2.070E+07  7.572E+05  1.631E+07  2.072E+03  3.690E+05  6.218E+05
  309.0  2.615E+08  1.987E+07  7.224E+05  1.622E+07  1.954E+03  3.684E+05  6.087E+05
  310.0  2.555E+08  1.907E+07  6.893E+05  1.612E+07  1.843E+03  3.679E+05  5.959E+05
  311.0  2.495E+08  1.830E+07  6.577E+05  1.603E+07  1.738E+03  3.673E+05  5.834E+05
  312.0  2.438E+08  1.756E+07  6.276E+05  1.593E+07  1.639E+03  3.667E+05  5.712E+05
  313.0  2.381E+08  1.686E+07  5.989E+05  1.584E+07  1.545E+03  3.662E+05  5.592E+05
  314.0  2.326E+08  1.618E+07  5.715E+05  1.575E+07  1.457E+03  3.656E+05  5.475E+05
  315.0  2.272E+08  1.553E+07  5.453E+05  1.565E+07  1.374E+03  3.651E+05  5.360E+05
  316.0  2.219E+08  1.491E+07  5.204E+05  1.556E+07  1.296E+03  3.645E+05  5.248E+05
  317.0  2.168E+08  1.431E+07  4.966E+05  1.547E+07  1.223E+03  3.640E+05  5.139E+05
  318.0  2.118E+08  1.373E+07  4.739E+05  1.538E+07  1.153E+03  3.634E+05  5.031E+05
  319.0  2.069E+08  1.318E+07  4.522E+05  1.529E+07  1.087E+03  3.629E+05  4.927E+05
  320.0  2.021E+08  1.265E+07  4.315E+05  1.520E+07  1.026E+03  3.624E+05  4.824E+05
  321.0  1.974E+08  1.215E+07  4.118E+05  1.511E+07  9.675E+02  3.616E+05  4.723E+05
  322.0  1.929E+08  1.166E+07  3.930E+05  1.502E+07  9.125E+02  3.611E+05  4.625E+05
  323.0  1.884E+08  1.119E+07  3.751E+05  1.494E+07  8.607E+02  3.606E+05  4.529E+05
  324.0  1.840E+08  1.074E+07  3.580E+05  1.485E+07  8.119E+02  3.600E+05  4.435E+05
  325.0  1.798E+08  1.031E+07  3.416E+05  1.476E+07  7.658E+02  3.595E+05  4.343E+05
  326.0  1.756E+08  9.900E+06  3.260E+05  1.468E+07  7.224E+02  3.590E+05  4.253E+05
  327.0  1.716E+08  9.504E+06  3.112E+05  1.459E+07  6.815E+02  3.585E+05  4.165E+05
  328.0  1.676E+08  9.123E+06  2.970E+05  1.451E+07  6.429E+02  3.579E+05  4.078E+05
  329.0  1.638E+08  8.758E+06  2.835E+05  1.442E+07  6.064E+02  3.574E+05  3.994E+05
  330.0  1.600E+08  8.408E+06  2.706E+05  1.434E+07  5.721E+02  3.569E+05  3.911E+05
  331.0  1.563E+08  8.072E+06  2.582E+05  1.426E+07  5.397E+02  3.564E+05  3.830E+05
  332.0  1.527E+08  7.749E+06  2.465E+05  1.417E+07  5.092E+02  3.558E+05  3.751E+05
  333.0  1.492E+08  7.440E+06  2.353E+05  1.409E+07  4.803E+02  3.553E+05  3.674E+05
  334.0  1.457E+08  7.143E+06  2.246E+05  1.401E+07  4.532E+02  3.548E+05  3.598E+05
  335.0  1.424E+08  6.857E+06  2.143E+05  1.393E+07  4.275E+02  3.543E+05  3.524E+05
  336.0  1.391E+08  6.584E+06  2.046E+05  1.385E+07  4.034E+02  3.538E+05  3.451E+05
  337.0  1.359E+08  6.321E+06  1.953E+05  1.377E+07  3.806E+02  3.533E+05  3.380E+05
  338.0  1.328E+08  6.069E+06  1.864E+05  1.369E+07  3.591E+02  3.527E+05  3.311E+05
  339.0  1.297E+08  5.827E+06  1.779E+05  1.361E+07  3.388E+02  3.522E+05  3.243E+05
  340.0  1.268E+08  5.595E+06  1.699E+05  1.353E+07  3.197E+02  3.517E+05  3.176E+05
  341.0  1.238E+08  5.372E+06  1.622E+05  1.345E+07  3.016E+02  3.512E+05  3.111E+05
  342.0  1.210E+08  5.158E+06  1.548E+05  1.337E+07  2.846E+02  3.507E+05  3.047E+05
  343.0  1.182E+08  4.952E+06  1.478E+05  1.329E+07  2.686E+02  3.502E+05  2.985E+05
  344.0  1.155E+08  4.755E+06  1.411E+05  1.322E+07  2.534E+02  3.497E+05  2.924E+05
  345.0  1.129E+08  4.566E+06  1.347E+05  1.314E+07  2.391E+02  3.492E+05  2.864E+05
  346.0  1.103E+08  4.384E+06  1.286E+05  1.306E+07  2.256E+02  3.487E+05  2.805E+05
  347.0  1.077E+08  4.210E+06  1.227E+05  1.299E+07  2.129E+02  3.482E+05  2.748E+05
  348.0  1.053E+08  4.042E+06  1.172E+05  1.291E+07  2.009E+02  3.476E+05  2.692E+05
  349.0  1.029E+08  3.881E+06  1.119E+05  1.284E+07  1.896E+02  3.471E+05  2.637E+05
  350.0  1.005E+08  3.727E+06  1.068E+05  1.276E+07  1.789E+02  3.466E+05  2.583E+05
  351.0  9.820E+07  3.579E+06  1.020E+05  1.269E+07  1.689E+02  3.461E+05  2.530E+05
  352.0  9.595E+07  3.437E+06  9.735E+04  1.262E+07  1.594E+02  3.456E+05  2.479E+05
  353.0  9.375E+07  3.300E+06  9.294E+04  1.254E+07  1.504E+02  3.451E+05  2.428E+05
  354.0  9.161E+07  3.169E+06  8.874E+04  1.247E+07  1.420E+02  3.446E+05  2.379E+05
  355.0  8.951E+07  3.044E+06  8.473E+04  1.240E+07  1.340E+02  3.441E+05  2.330E+05
  356.0  8.746E+07  2.923E+06  8.090E+04  1.233E+07  1.264E+02  3.436E+05  2.283E+05
  357.0  8.546E+07  2.807E+06  7.724E+04  1.226E+07  1.193E+02  3.431E+05  2.236E+05
  358.0  8.351E+07  2.696E+06  7.375E+04  1.219E+07  1.126E+02  3.426E+05  2.191E+05
  359.0  8.160E+07  2.589E+06  7.042E+04  1.212E+07  1.063E+02  3.421E+05  2.147E+05
  360.0  7.974E+07  2.486E+06  6.724E+04  1.205E+07  1.004E+02  3.417E+05  2.103E+05
  361.0  7.792E+07  2.388E+06  6.421E+04  1.198E+07  9.472E+01  3.412E+05  2.060E+05
  362.0  7.614E+07  2.293E+06  6.131E+04  1.191E+07  8.941E+01  3.407E+05  2.019E+05
  363.0  7.440E+07  2.202E+06  5.854E+04  1.184E+07  8.439E+01  3.402E+05  1.978E+05
  364.0  7.270E+07  2.115E+06  5.590E+04  1.177E+07  7.966E+01  3.397E+05  1.938E+05
  365.0  7.105E+07  2.031E+06  5.338E+04  1.170E+07  7.520E+01  3.392E+05  1.899E+05
  366.0  6.943E+07  1.951E+06  5.098E+04  1.164E+07  7.098E+01  3.387E+05  1.860E+05
  367.0  6.784E+07  1.874E+06  4.868E+04  1.157E+07  6.701E+01  3.382E+05  1.823E+05
  368.0  6.630E+07  1.800E+06  4.649E+04  1.150E+07  6.326E+01  3.377E+05  1.786E+05
  369.0  6.479E+07  1.729E+06  4.439E+04  1.144E+07  5.972E+01  3.372E+05  1.750E+05
  370.0  6.331E+07  1.660E+06  4.239E+04  1.137E+07  5.637E+01  3.368E+05  1.714E+05
  371.0  6.187E+07  1.595E+06  4.049E+04  1.131E+07  5.322E+01  3.363E+05  1.680E+05
  372.0  6.046E+07  1.532E+06  3.866E+04  1.124E+07  5.024E+01  3.358E+05  1.646E+05
  373.0  5.909E+07  1.471E+06  3.692E+04  1.118E+07  4.743E+01  3.353E+05  1.613E+05
  374.0  5.774E+07  1.413E+06  3.526E+04  1.111E+07  4.478E+01  3.348E+05  1.580E+05
  375.0  5.643E+07  1.358E+06  3.368E+04  1.105E+07  4.228E+01  3.343E+05  1.549E+05
  376.0  5.515E+07  1.304E+06  3.217E+04  1.099E+07  3.992E+01  3.339E+05  1.517E+05
  377.0  5.389E+07  1.253E+06  3.072E+04  1.092E+07  3.769E+01  3.334E+05  1.487E+05
  378.0  5.267E+07  1.203E+06  2.934E+04  1.086E+07  3.559E+01  3.329E+05  1.457E+05
  379.0  5.147E+07  1.156E+06  2.802E+04  1.080E+07  3.360E+01  3.324E+05  1.428E+05
  380.0  5.030E+07  1.110E+06  2.677E+04  1.074E+07  3.172E+01  3.319E+05  1.399E+05
  381.0  4.916E+07  1.067E+06  2.556E+04  1.067E+07  2.995E+01  3.315E+05  1.371E+05
  382.0  4.805E+07  1.025E+06  2.442E+04  1.061E+07  2.828E+01  3.310E+05  1.343E+05
  383.0  4.696E+07  9.842E+05  2.332E+04  1.055E+07  2.671E+01  3.305E+05  1.317E+05
  384.0  4.589E+07  9.455E+05  2.228E+04  1.049E+07  2.522E+01  3.300E+05  1.290E+05
  385.0  4.485E+07  9.083E+05  2.128E+04  1.043E+07  2.381E+01  3.296E+05  1.264E+05
  386.0  4.384E+07  8.726E+05  2.032E+04  1.037E+07  2.249E+01  3.291E+05  1.239E+05
  387.0  4.284E+07  8.383E+05  1.941E+04  1.031E+07  2.124E+01  3.286E+05  1.214E+05
  388.0  4.187E+07  8.053E+05  1.854E+04  1.025E+07  2.005E+01  3.282E+05  1.190E+05
  389.0  4.092E+07  7.737E+05  1.771E+04  1.020E+07  1.894E+01  3.277E+05  1.166E+05
  390.0  4.000E+07  7.433E+05  1.692E+04  1.014E+07  1.788E+01  3.272E+05  1.143E+05
  391.0  3.909E+07  7.141E+05  1.616E+04  1.008E+07  1.689E+01  3.268E+05  1.120E+05
  392.0  3.821E+07  6.861E+05  1.544E+04  1.002E+07  1.595E+01  3.263E+05  1.098E+05
  393.0  3.734E+07  6.592E+05  1.475E+04  9.965E+06  1.506E+01  3.258E+05  1.076E+05
  394.0  3.650E+07  6.333E+05  1.409E+04  9.909E+06  1.423E+01  3.254E+05  1.054E+05
  395.0  3.567E+07  6.085E+05  1.346E+04  9.852E+06  1.344E+01  3.249E+05  1.033E+05
  396.0  3.487E+07  5.846E+05  1.286E+04  9.796E+06  1.269E+01  3.244E+05  1.013E+05
  397.0  3.408E+07  5.617E+05  1.229E+04  9.740E+06  1.198E+01  3.240E+05  9.925E+04
  398.0  3.331E+07  5.397E+05  1.174E+04  9.685E+06  1.132E+01  3.235E+05  9.728E+04
  399.0  3.256E+07  5.185E+05  1.121E+04  9.630E+06  1.069E+01  3.230E+05  9.534E+04
  400.0  3.182E+07  4.982E+05  1.071E+04  9.575E+06  1.010E+01  3.226E+05  9.345E+04
  401.0  3.111E+07  4.787E+05  1.023E+04  9.520E+06  9.538E+00  3.221E+05  9.159E+04
  402.0  3.040E+07  4.600E+05  9.778E+03  9.466E+06  9.009E+00  3.217E+05  8.977E+04
  403.0  2.972E+07  4.420E+05  9.342E+03  9.412E+06  8.510E+00  3.212E+05  8.798E+04
  404.0  2.905E+07  4.247E+05  8.925E+03  9.359E+06  8.039E+00  3.207E+05  8.624E+04
  405.0  2.839E+07  4.081E+05  8.528E+03  9.306E+06  7.593E+00  3.203E+05  8.452E+04
  406.0  2.775E+07  3.921E+05  8.148E+03  9.253E+06  7.173E+00  3.198E+05  8.285E+04
  407.0  2.713E+07  3.768E+05  7.785E+03  9.200E+06  6.776E+00  3.194E+05  8.120E+04
  408.0  2.652E+07  3.621E+05  7.438E+03  9.148E+06  6.401E+00  3.189E+05  7.959E+04
  409.0  2.592E+07  3.479E+05  7.107E+03  9.096E+06  6.046E+00  3.185E+05  7.802E+04
  410.0  2.534E+07  3.344E+05  6.791E+03  9.044E+06  5.712E+00  3.180E+05  7.647E+04
  411.0  2.477E+07  3.213E+05  6.489E+03  8.993E+06  5.396E+00  3.176E+05  7.496E+04
  412.0  2.421E+07  3.088E+05  6.200E+03  8.942E+06  5.098E+00  3.171E+05  7.347E+04
  413.0  2.367E+07  2.967E+05  5.924E+03  8.891E+06  4.816E+00  3.167E+05  7.202E+04
  414.0  2.313E+07  2.851E+05  5.661E+03  8.841E+06  4.550E+00  3.162E+05  7.059E+04
  415.0  2.261E+07  2.740E+05  5.409E+03  8.791E+06  4.299E+00  3.158E+05  6.920E+04
  416.0  2.211E+07  2.633E+05  5.169E+03  8.741E+06  4.061E+00  3.153E+05  6.783E+04
  417.0  2.161E+07  2.531E+05  4.940E+03  8.692E+06  3.837E+00  3.149E+05  6.649E+04
  418.0  2.112E+07  2.432E+05  4.720E+03  8.642E+06  3.625E+00  3.144E+05  6.518E+04
  419.0  2.065E+07  2.337E+05  4.511E+03  8.594E+06  3.425E+00  3.140E+05  6.389E+04
  420.0  2.019E+07  2.246E+05  4.311E+03  8.545E+06  3.236E+00  3.135E+05  6.263E+04
  421.0  1.973E+07  2.159E+05  4.119E+03  8.497E+06  3.058E+00  3.131E+05  6.139E+04
  422.0  1.929E+07  2.075E+05  3.937E+03  8.449E+06  2.889E+00  3.126E+05  6.018E+04
  423.0  1.886E+07  1.994E+05  3.762E+03  8.401E+06  2.730E+00  3.122E+05  5.899E+04
  424.0  1.844E+07  1.917E+05  3.595E+03  8.353E+06  2.580E+00  3.118E+05  5.783E+04
  425.0  1.802E+07  1.842E+05  3.436E+03  8.306E+06  2.438E+00  3.113E+05  5.669E+04
  426.0  1.762E+07  1.771E+05  3.284E+03  8.259E+06  2.303E+00  3.109E+05  5.558E+04
  427.0  1.722E+07  1.702E+05  3.138E+03  8.213E+06  2.177E+00  3.104E+05  5.448E+04
  428.0  1.684E+07  1.636E+05  3.000E+03  8.166E+06  2.057E+00  3.100E+05  5.341E+04
  429.0  1.646E+07  1.572E+05  2.867E+03  8.120E+06  1.944E+00  3.096E+05  5.236E+04
  430.0  1.609E+07  1.511E+05  2.740E+03  8.074E+06  1.837E+00  3.091E+05  5.133E+04
  431.0  1.573E+07  1.452E+05  2.619E+03  8.029E+06  1.736E+00  3.087E+05  5.032E+04
  432.0  1.538E+07  1.396E+05  2.503E+03  7.984E+06  1.640E+00  3.082E+05  4.933E+04
  433.0  1.504E+07  1.342E+05  2.392E+03  7.939E+06  1.550E+00  3.078E+05  4.836E+04
  434.0  1.470E+07  1.290E+05  2.287E+03  7.894E+06  1.465E+00  3.074E+05  4.741E+04
  435.0  1.437E+07  1.240E+05  2.186E+03  7.849E+06  1.385E+00  3.069E+05  4.648E+04
  436.0  1.405E+07  1.192E+05  2.089E+03  7.805E+06  1.309E+00  3.065E+05  4.557E+04
  437.0  1.374E+07  1.146E+05  1.997E+03  7.761E+06  1.237E+00  3.061E+05  4.468E+04
  438.0  1.343E+07  1.101E+05  1.909E+03  7.718E+06  1.169E+00  3.056E+05  4.380E+04
  439.0  1.313E+07  1.059E+05  1.824E+03  7.674E+06  1.105E+00  3.052E+05  4.294E+04
  440.0  1.284E+07  1.018E+05  1.744E+03  7.631E+06  1.044E+00  3.048E+05  4.210E+04
  441.0  1.255E+07  9.783E+04  1.667E+03  7.588E+06  9.869E-01  3.044E+05  4.128E+04
  442.0  1.227E+07  9.404E+04  1.593E+03  7.545E+06  9.328E-01  3.039E+05  4.047E+04
  443.0  1.200E+07  9.040E+04  1.523E+03  7.503E+06  8.817E-01  3.035E+05  3.968E+04
  444.0  1.173E+07  8.691E+04  1.456E+03  7.461E+06  8.334E-01  3.031E+05  3.890E+04
  445.0  1.147E+07  8.355E+04  1.392E+03  7.419E+06  7.878E-01  3.026E+05  3.814E+04
  446.0  1.122E+07  8.032E+04  1.331E+03  7.377E+06  7.447E-01  3.022E+05  3.739E+04
  447.0  1.097E+07  7.722E+04  1.272E+03  7.336E+06  7.039E-01  3.018E+05  3.666E+04
  448.0  1.072E+07  7.423E+04  1.216E+03  7.295E+06  6.654E-01  3.014E+05  3.595E+04
  449.0  1.048E+07  7.137E+04  1.163E+03  7.254E+06  6.290E-01  3.009E+05  3.524E+04
  450.0  1.025E+07  6.861E+04  1.111E+03  7.213E+06  5.946E-01  3.005E+05  3.456E+04
  451.0  1.002E+07  6.597E+04  1.063E+03  7.173E+06  5.621E-01  3.001E+05  3.383E+04
  452.0  9.799E+06  6.342E+04  1.016E+03  7.132E+06  5.314E-01  2.997E+05  3.317E+04
  453.0  9.582E+06  6.097E+04  9.712E+02  7.093E+06  5.023E-01  2.993E+05  3.252E+04
  454.0  9.369E+06  5.862E+04  9.285E+02  7.053E+06  4.749E-01  2.988E+05  3.189E+04
  455.0  9.161E+06  5.636E+04  8.877E+02  7.013E+06  4.490E-01  2.984E+05  3.127E+04
  456.0  8.957E+06  5.419E+04  8.487E+02  6.974E+06  4.245E-01  2.980E+05  3.066E+04
  457.0  8.758E+06  5.210E+04  8.115E+02  6.935E+06  4.013E-01  2.976E+05  3.006E+04
  458.0  8.564E+06  5.010E+04  7.759E+02  6.896E+06  3.794E-01  2.972E+05  2.948E+04
  459.0  8.374E+06  4.817E+04  7.418E+02  6.858E+06  3.587E-01  2.967E+05  2.891E+04
  460.0  8.188E+06  4.632E+04  7.093E+02  6.819E+06  3.391E-01  2.963E+05  2.835E+04
  461.0  8.007E+06  4.453E+04  6.782E+02  6.781E+06  3.207E-01  2.959E+05  2.779E+04
  462.0  7.829E+06  4.282E+04  6.484E+02  6.743E+06  3.032E-01  2.955E+05  2.725E+04
  463.0  7.656E+06  4.117E+04  6.200E+02  6.706E+06  2.867E-01  2.951E+05  2.673E+04
  464.0  7.486E+06  3.959E+04  5.929E+02  6.668E+06  2.711E-01  2.947E+05  2.621E+04
  465.0  7.320E+06  3.807E+04  5.669E+02  6.631E+06  2.563E-01  2.943E+05  2.570E+04
  466.0  7.158E+06  3.661E+04  5.421E+02  6.594E+06  2.423E-01  2.939E+05  2.520E+04
  467.0  7.000E+06  3.520E+04  5.183E+02  6.557E+06  2.292E-01  2.934E+05  2.471E+04
  468.0  6.845E+06  3.385E+04  4.956E+02  6.521E+06  2.167E-01  2.930E+05  2.423E+04
  469.0  6.694E+06  3.255E+04  4.740E+02  6.484E+06  2.049E-01  2.926E+05  2.376E+04
  470.0  6.545E+06  3.130E+04  4.532E+02  6.448E+06  1.938E-01  2.922E+05  2.330E+04
  471.0  6.401E+06  3.010E+04  4.334E+02  6.412E+06  1.832E-01  2.918E+05  2.285E+04
  472.0  6.259E+06  2.894E+04  4.145E+02  6.376E+06  1.733E-01  2.914E+05  2.241E+04
  473.0  6.121E+06  2.783E+04  3.963E+02  6.341E+06  1.639E-01  2.910E+05  2.197E+04
  474.0  5.986E+06  2.677E+04  3.790E+02  6.306E+06  1.550E-01  2.906E+05  2.155E+04
  475.0  5.854E+06  2.574E+04  3.625E+02  6.270E+06  1.465E-01  2.902E+05  2.113E+04
  476.0  5.724E+06  2.475E+04  3.466E+02  6.236E+06  1.386E-01  2.898E+05  2.072E+04
  477.0  5.598E+06  2.381E+04  3.315E+02  6.201E+06  1.311E-01  2.894E+05  2.032E+04
  478.0  5.475E+06  2.290E+04  3.170E+02  6.166E+06  1.240E-01  2.890E+05  1.993E+04
  479.0  5.354E+06  2.202E+04  3.032E+02  6.132E+06  1.172E-01  2.886E+05  1.954E+04
  480.0  5.236E+06  2.118E+04  2.900E+02  6.098E+06  1.109E-01  2.882E+05  1.917E+04
  481.0  5.120E+06  2.037E+04  2.773E+02  6.064E+06  1.049E-01  2.878E+05  1.880E+04
  482.0  5.007E+06  1.959E+04  2.653E+02  6.030E+06  9.919E-02  2.874E+05  1.843E+04
  483.0  4.897E+06  1.884E+04  2.537E+02  5.997E+06  9.381E-02  2.870E+05  1.808E+04
  484.0  4.789E+06  1.812E+04  2.426E+02  5.964E+06  8.873E-02  2.866E+05  1.773E+04
  485.0  4.684E+06  1.743E+04  2.321E+02  5.930E+06  8.393E-02  2.862E+05  1.739E+04
  486.0  4.581E+06  1.676E+04  2.220E+02  5.898E+06  7.939E-02  2.858E+05  1.705E+04
  487.0  4.480E+06  1.612E+04  2.123E+02  5.865E+06  7.509E-02  2.854E+05  1.672E+04
  488.0  4.381E+06  1.550E+04  2.031E+02  5.832E+06  7.103E-02  2.850E+05  1.640E+04
  489.0  4.285E+06  1.491E+04  1.942E+02  5.800E+06  6.719E-02  2.846E+05  1.608E+04
  490.0  4.191E+06  1.434E+04  1.858E+02  5.768E+06  6.355E-02  2.842E+05  1.577E+04
  491.0  4.099E+06  1.380E+04  1.777E+02  5.736E+06  6.012E-02  2.838E+05  1.547E+04
  492.0  4.009E+06  1.327E+04  1.700E+02  5.704E+06  5.687E-02  2.834E+05  1.517E+04
  493.0  3.921E+06  1.276E+04  1.626E+02  5.673E+06  5.380E-02  2.830E+05  1.488E+04
  494.0  3.834E+06  1.228E+04  1.555E+02  5.641E+06  5.089E-02  2.826E+05  1.459E+04
  495.0  3.750E+06  1.181E+04  1.488E+02  5.610E+06  4.815E-02  2.822E+05  1.431E+04
  496.0  3.668E+06  1.136E+04  1.423E+02  5.579E+06  4.555E-02  2.818E+05  1.404E+04
  497.0  3.587E+06  1.093E+04  1.361E+02  5.548E+06  4.309E-02  2.814E+05  1.377E+04
  498.0  3.509E+06  1.051E+04  1.302E+02  5.517E+06  4.076E-02  2.810E+05  1.350E+04
  499.0  3.432E+06  1.011E+04  1.246E+02  5.487E+06  3.857E-02  2.807E+05  1.324E+04
  500.0  3.357E+06  9.726E+03  1.192E+02  5.456E+06  3.649E-02  2.803E+05  1.299E+04
  501.0  3.283E+06  9.356E+03  1.140E+02  5.426E+06  3.452E-02  2.799E+05  1.274E+04
  502.0  3.211E+06  9.001E+03  1.091E+02  5.396E+06  3.266E-02  2.795E+05  1.250E+04
  503.0  3.141E+06  8.658E+03  1.043E+02  5.367E+06  3.090E-02  2.791E+05  1.226E+04
  504.0  3.072E+06  8.329E+03  9.983E+01  5.337E+06  2.924E-02  2.787E+05  1.202E+04
  505.0  3.005E+06  8.013E+03  9.551E+01  5.307E+06  2.766E-02  2.783E+05  1.179E+04
  506.0  2.939E+06  7.708E+03  9.137E+01  5.278E+06  2.617E-02  2.779E+05  1.156E+04
  507.0  2.875E+06  7.416E+03  8.742E+01  5.249E+06  2.477E-02  2.776E+05  1.134E+04
  508.0  2.812E+06  7.134E+03  8.363E+01  5.220E+06  2.343E-02  2.772E+05  1.112E+04
  509.0  2.750E+06  6.863E+03  8.002E+01  5.191E+06  2.217E-02  2.768E+05  1.091E+04
